region,razon_social,rut,contacto_y_direccion,telefonos,correos,categoria,resolucion
METROPOLITANA,CONSULTORA HABITACIONAL D Y N SPA/D Y N SPA,76.138.603-4,SOLANGE VILLALOBOS LISTZ N°2925 SAN JOAQUIN,222297548 974545184,dynconsultorahabitacional@gmail.com,PRIMERA,2133 / 17-07-2017
METROPOLITANA,ORGANIZANDO FUTURO SOCIEDAD ANÓNIMA/EGIS FUTURO S.A.,76.118.682-5,ALBERTO ZEREGA CAROLINA ZEREGA GRAL. CAROL URZÚA N°6969 LAS CONDES,994795681,egisfuturo@egisfuturo.cl / egisfuturo2010@gmail.com,TERCERA,1392 / 07-05-2018
METROPOLITANA,DISEÑO ARQUITECTURA SOCIAL INGENIERÍA Y ESTUDIO CONSULTORES LIMITADA/CONSULTORA D.A.S.I.E. LTDA.,76.146.502-3,"JUAN ALONSO DELGADO ESCÁRATE PASEO HUÉRFANOS N° 886, OFICINA N° 616 SANTIAGO",233774799 92007 8319,consultora.dasie@gmail.com,PRIMERA,1518 / 18-05-2018
METROPOLITANA,PROYECTA3 SERVICIOS HABITACIONALES LIMITADA/PROYECTA3 HABITACIONAL LIMITADA,76.179.464-7,"MARÍA LORETO BARRALES FERNÁNDEZ CALLE SERRANO Nº 74, OFICINA N° 401 SANTIAGO",939302330 939302328 939302329,lbarrales@proyecta3.cl / jmunozw@proyecta3.cl,PRIMERA,2168 / 19-07-2018
METROPOLITANA,INMOBILIARIA Y CONSULTORA URBANO LIMITADA/SOCIAL Y URBANO LTDA,76.151.838-0,"KAREN ELENA NAVARRETE BERRÍOS PASAJE SANTA FLORENTINA N° 0637, VILLA SANTA FELICIA (SE INGRESA POR AV. CONCHA Y TORO, A LA IZQUIERDA POR CALLE MAESTRO PALOMO, A LA IZQUIERDA POR CALLE SANTA FRIDA) PUENTE ALTO",222657214 994871927 93303 6839,contacto@socialurbano.org / socialurbano@gmail.com,SEGUNDA,2757 / 10-09-2018
METROPOLITANA,ASESORIAS Y GESTION INMOBILIARIA MCS SOCIEDAD DE RESPONSABILIDAD LIMITADA/ MCS LTDA.,76.187.381-4,ANDRÉS CRISTOBAL VELOSO SÁNCHEZ BOMBERO OSSA N°1010 OF 720 SANTIAGO,998466971 226965961,egis.mcs@gmail.com / msanchezvergara@gmail.com,PRIMERA,312 / 08-02-2019
METROPOLITANA,OVAL ENTIDAD PATROCINANTE LIMITADA,76.094.195-6,CAROLINA ANDREA MACAN MARABOLI AV. PRESIDENTE KENNEDY N°5682 VITACURA anexo,223430660 / 1046 9319922358,ggajardo@constructoraoval.cl / ymaturana@constructoraoval.cl / contacto@constructoraoval.cl,PRIMERA,1101 / 20-03-2018
METROPOLITANA,INMOBILIARIA CONCRECASA DOS LIMITADA/CONCRECASA DOS LTDA,76.161.811-3,LORENA URRUTIA AV. NUEVA COSTANERA Nº 4229 OF. 305. VITACURA,222419222 991894503,jpavez@concrecasa.cl / lurrutia@concrecasa.cl,PRIMERA,1630 / 29-05-2018
METROPOLITANA,DOSG ASESORÍA EN CONSTRUCCIÓN LIMITADA,76.121.026-2,NATALIA CAROLINA GONZÁLEZ GONZÁLEZ CALLE JOSÉ MANUEL VELIZ Nº 236 MARÍA PINTO,228354048 983793120 976704284,dosgvivienda@gmail.com,TERCERA,890 / 03-03-2017
METROPOLITANA,ENTIDAD DE GESTIÓN INMOBILIARIA SOCIAL LIMITADA /ASISTEC NOVA LTDA,76.161.424-K,"CAROLINA ANGÉLICA COLIPUE ARELLANO CALLE SERRANO N° 74, OF. 301 SANTIAGO",226328830,carolina.colipue@asistecnova.cl / mariapaz.avalos@asistecnova.cl,PRIMERA,2361 / 10-08-2017
METROPOLITANA,CONSULTORA NÚCLEO SOCIAL LIMITADA,76.246.733-K,RENE MIRANDA BARRALES CALLE SERRANO N°73 OFICINA 710 SANTIAGO,993096989 966004822,rmiranda@nucleosocial.cl / mrodriguez@nucleosocial.cl,SEGUNDA,1244 / 19-04-2018
METROPOLITANA,GESTIÓN Y PROYECTOS INMOBILIARIOS RUCALHUE LIMITADA,76.270.853-1,GONZALO ANDRÉS CARRASCO GARCÍA CALLE ISLANDIA N°871 SAN MIGUEL,957155835 944396872 999059128,rucalhueltda@gmail.com,PRIMERA,2359 / 10-08-2017
METROPOLITANA,MUNICIPALIDAD DE EL MONTE,69.073.000-6,JENNIFER TOLOZA CASTILLO CALLE BENAVENTE Nº 195 EL MONTE,25609760 956601946,jtoloza@munielmonte.cl / jibarra@munielmonte.cl,ÚNICA,1323 / 30-04-2018
METROPOLITANA,INMOBILIARIA Y GESTORA DE PROYECTOS SOCIALES INMOBILIARIA FUTURO SPA/INMOBILIARIA Y GESTORA DE PROYECTOS SOCIALES INMOBILIARIA FUTURO,76.327.322-9,RODRIGO VALLADARES MARCHANT HUÉRFANOS N°779 OFICINA 705 SANTIAGO,232822050,inmobiliaria.social.chile@hotmail.com,TERCERA,2755 / 10-09-2018
METROPOLITANA,2P ARQUITECTOS LIMITADA,76.204.505-2,PATRICIO ARRIAGADA Y PABLO FERNÁNDEZ CALLE SAN IGNACIO N° 1265 SANTIAGO,225441600,2p.arquitectos@gmail.com / 2p.parriagada@gmail.com / 2p.pfernandez@gmail.com,PRIMERA,1052 / 24-03-2017
METROPOLITANA,ARQUITECTURA SUSANA PIMENTEL E.I.R.L./ABITARE E.I.R.L,76.299.671-5,"SUSANA MONICA PIMENTEL BOUILLON CALLE GRAJALES N° 2590, DEPTO N° 802 (ESQ. ABATE MOLINA) SANTIAGO",224099554 988289970 98623 5589,psatsusanapimentel@gmail.com / cesar.lillo@gmail.com,TERCERA,3044 / 06-10-2017
METROPOLITANA,CONSTRUCTORA Y ESTUDIOS SOCIALES GANESA LIMITADA/GANESA LIMITADA,76.270.803-5,"JOSE DIONISIO GAJARDO NEGRETE PASEO AHUMADA N°312, OFICINA 919 SANTIAGO",956173395 990900167,oficina.ganesa@gmail.com / helea.gasa@ug.uchile.cl / libiabcontreras@gmail.com,TERCERA,1254 / 20-04-2018
METROPOLITANA,ARCO ESTUDIO LIMITADA,76.312.672-2,"OMAR HUMBERTO JARA HERNÁNDEZ AVDA. BERNARDO O'HIGGINS N°1334, OF. M TALAGANTE",984142517 225119237,contacto@arcoestudio.cl / ojara@arcoestudio.cl,PRIMERA,2136 / 17-07-2017
METROPOLITANA,LIKAN GESTIÓN INMOBILIARIA JORGE RAFAEL SANTIBAÑEZ GONZÁLEZ E.I.R.L,76.272.521-5,"JORGE RAFAEL SANTIBAÑEZ GONZÁLEZ CALLE EL PINAR N° 205, OFICINA N° 5 SAN JOAQUÍN",232820787 3236872798 982015040,gestionlikan@gmail.com,TERCERA,1255 / 20-04-2018
METROPOLITANA,"INMOBILIARIA, INSPECCIÓN TÉCNICA Y GESTOR HABITACIONAL RUKALEMU S.A/RUKALEMU S.A.",76.099.786-2,ROXANA SCARLETT KAM-CHING BARRIOS AV. VIEL Nº 1556 SANTIAGO,967283389,rukalemupsat@gmail.com / roxanakamchings@gmail.com,PRIMERA,3491 / 26-12-2017
METROPOLITANA,MUNICIPALIDAD DE SAN RAMON,69.253.900-1,JOSE TOLOZA / ANGELA CORNEJO AV. OSSA Nº 1771 SAN RAMÓN,222909243 958590857 977263889,psat@municipalidadsanramon.cl / psatsanramon2@gmail.com,ÚNICA,1102 / 20-03-2018
METROPOLITANA,TRAMAS CONSULTORES LIMITADA/TRAMAS LTDA.,76.107.651-5,"CLAUDIA ANDREA TRONCOSO TRONCOSO PASEO HUERFÁNOS N° 1373, OFICINA N°706 SANTIAGO",227253011 226986405,vivienda@tramasconsultores.com / tramas@tramasconsultores.com / claudia.troncoso@tramasconsultores.com,TERCERA,2413 / 08-08-2018
METROPOLITANA,CONSULTORA Y ASESORÍAS TAURUS SpA/TAURUS SpA,76.382.897-2,PUPPY ANTONIETA ROJAS NARANJO MARCHANT PEREIRA 150 OF 901 PROVIDENCIA,992348048 994344721 994378081,puppy.rojas@consultorataurus.cl / puppyrojas@vtr.net / david.araya@consultorataurus.cl,SEGUNDA,2988 / 24-10-2017
METROPOLITANA,INMOBILIARIA SOCIAL CONVERGE LIMITADA/CONVERGE LIMITADA,76.366.565-8,LUCIO CLAUDIO HERNÁNDEZ ORTIZ AGUSTINAS N°972 OFICINA 514 SANTIAGO,232211653 966770162 999188094,converge@iconverge.cl / hlucioclaudio@gmail.com / vilaza.claudia@gmail.com,PRIMERA,3068 / 22-10-2018
METROPOLITANA,ASESORÍA PARA PROYECTOS DE VIVIENDA SOCIAL COLECTIVO EMERGENTE LIMITADA/COLECTIVO EMERGENTE LTDA.,76.391.899-8,"MARÍA JOSÉ CARRASCO MARTÍNEZ ARTURO PRAT # 644, OF. 609 SANTIAGO",955380228,colemergente@gmail.com / pablocaceres@live.cl,TERCERA,1051 / 24-03-2017
METROPOLITANA,EVOLUTIVA ENTIDAD PATROCINANTE Y CONSULTORA DE VIVIENDA Y URBANISMO SPA/EVOLUTIVA SPA,76.392.316-9,NATALIA MUÑOZ REQUENA CALLE MINISTRO CARVAJAL N° 27 PROVIDENCIA,227118997 956391837,ep.evolutiva@gmail.com,PRIMERA,1760 / 06-06-2017
METROPOLITANA,ENTIDAD PATROCINANTE KUTRALWE LIMITADA/KUTRALWE LTDA.,76.396.352-7,"LORENA BEATRIZ PINO PALMA CALLE NUEVA DE LYON N° 96, OFICINA N° 307 PROVIDENCIA",22300 8227 22300 2322 22300 46944,lorena.pino@kutralwe.com / lorenapp@gmail.com / victor.sandoval@ingvicsa.cl,TERCERA,891 / 03-03-2017
METROPOLITANA,ENTIDAD PATROCINANTE CONSULTORA SOCIAL & HABITACIONAL IDENTIDADES LIMITADA/IDENTIDADES LTDA.,76.413.791-4,MARIA FERNANDA MELLA LARA CALLE VICENTE VALDES N°87 OFICINA 904 LA FLORIDA,975170778 32- 3784404 981368093,fmella@consultoraidentidades.com / f.aragon@consultoraidentidades.cl / m.mendez@consultoraidentidades.cl,PRIMERA,1207 / 07-04-2017
METROPOLITANA,NUEVO HOGAR SpA,76.423.609-2,"MARCIA ALEJANDRA PEREZ TIRADO AV. PAJARITOS N° 3195, OFICINA N° 903 MAIPÚ",232026631 942686753,contacto@egisnuevohogar.cl / marcia.perez@egisnuevohogar.cl,SEGUNDA,889 / 03-03-2017
METROPOLITANA,QUINTRIQUEO INMOBILIARIA LIMITADA/MINGA LTDA,76.317.126-4,"ANGÉLICA MARÍA QUINTRIQUEO LINCOPÍ ALMIRANTE PASTENE N°185, OFICINA 310 PROVIDENCIA",975574830 930034929 948669333,entidadpatrocinanteminga@gmail.com / mingainmobiliaria@gmail.com,SEGUNDA,1459 / 15-05-2017
METROPOLITANA,EVOLUTIVA VIVIENDA ENTIDAD PATROCINANTE Y CONSULTORA DE VIVIENDA Y URBANISMO SPA/EVOLUTIVA VIVIENDA SPA,76.404.217-4,NATALIA MUÑOZ REQUENA CALLE MINISTRO CARVAJAL N° 27 PROVIDENCIA,962091278 977613147 931185461,ep.evolutiva@gmail.com / marcelo@cosmelli.cl / natalia.munozrequena@gmail.com,PRIMERA,2132 / 17-07-2017
METROPOLITANA,EMPRESA DE GESTION Y PROYECTOS HABITACIONALES CIUDAD URBANA LIMITADA/CIUDAD URBANA LTDA.,76.427.838-0,EVELYN VILLEGAS BARRAZA CALLE ISLANDIA N°861 SAN MIGUEL,232318560 978793779,evciudadurbana@gmail.com,PRIMERA,2553 / 04-09-2017
METROPOLITANA,INMOBILIARIA MAHUEN LIMITADA/INMOBILIARIA MAHUEN LTDA,76.419.155-2,"JUAN MIGUEL VILLEGAS ASTUDILLO GRAN AV. JOSÉ MIGUEL CARRERA N° 11.356, DEPTO. A EL BOSQUE",225072458 996183782,juan.mahuen@gmail.com / inmobiliariamahuen@gmail.com,TERCERA,2438 / 23-08-2017
METROPOLITANA,ENTIDAD ORGANIZADORA Y CONSULTORA QUINTAY LIMITADA/CONSULTORA QUINTAY LTDA.,76.417.014-8,DAFNE RENÉE JARPA LAGOS/ALICIA XIMENA CAPRICOLI ZAMBRANO CALLE PEDRO SUBERCASEAUX N° 3095 PEDRO AGUIRRE CERDA,232669197,consultoraquintayltda@gmail.com / guillermo@microcontrol.cl,TERCERA,2557 / 04-09-2017
METROPOLITANA,RUKANTU LIMITADA/RUKANTU LTDA.,76.436.127-K,FELIPE SALGADO DIEZ CALLE LOS CORCONELES N° 6806 LA REINA,228392009 974992487,rukantu.spa@gmail.com / fsalgadodiez@gmail.com,TERCERA,2853 / 13-10-2017
METROPOLITANA,CONSOLIDA SPA,76.398.484-2,GABRIEL LAGOS DITTBORN AVDA. JOSE ARRIETA N° 5821 PEÑALOLÉN,222224442 9764489317,contacto@consolida.cl,TERCERA,2266 / 24-07-2018
METROPOLITANA,ENTIDAD DE GESTIÓN INMOBILIARIA SOCIAL GIRASOL LIMITADA/EGIS GIRASOL LTDA.,76.571.734-5,MARIELA VALVERDE FUENTES RANCAGUA N° 0157 OF 403 PROVIDENCIA,233075239,egisgirasolltda@gmail.com,PRIMERA,1263 / 20-04-2018
METROPOLITANA,INMOBILIARIA Y CONSULTORA SOCIAL DESARROLLA FUTURO SPA/DESARROLLA FUTURO SPA,76.501.997-4,"ALEXIS DÍAZ SOTO AV. LIBERTADOR BERNARDO O´HIGGINS N° 4.050, OF N° 1.008 ESTACIÓN CENTRAL",232450753 931952864,diazsotoalexis@gmail.com / desarrollafuturo@gmail.com,SEGUNDA,1245 / 19-04-2018
METROPOLITANA,SOCIEDAD URBANA METROPOLITANA SPA/SOCIEDAD SUM SPA,76.532.403-3,SOLANGE SALDÍAS VERGARA LOS NOGALES N°2735 (ENTRADA POR CALLE PARQUE) LA PINTANA,998856278 975930754,entidadpatrocinantesum@gmail.com / entidadpatrocinante@gmail.com / secretaria.epsum@gmail.com,SEGUNDA,1025 / 09-03-2018
METROPOLITANA,PRO VIVIENDA SPA,76.594.394-9,ALFREDO CRISTIAN CORNEJO PEÑA PASAJE ROSA RODRIGUEZ N°1375 OF 216 SANTIAGO,222949851 232825231 987086807,cornejo_alfredo@yahoo.com / egisprovivienda@gmail.com,PRIMERA,429 / 26-02-2020
METROPOLITANA,VS INTEGRA SPA/VSI SPA,76.532.469-6,HERNAN JARA LARA CAMINO MAIPO A VILUCO N°1.805 LOTEO 77 BUIN,228463205 942390397 935431360,administracion@vsintegra.cl / dvera@vsintegra.cl / vsintegraspa@gmail.com,TERCERA,1322 / 30-04-2018
METROPOLITANA,MANQUEHUE CONSULTORA DE VIVIENDAS SOCIALES LIMITADA/MANQUEHUE EP LTDA.,76.573.787-7,EDUARDO TOBAR-KAREN ESPINOZA RIOS CALLE FOLCLORISTA ORESTE PLATH N°146 VILLA CARLOS DROGUETT TALAGANTE,963730002,pamela@manquehueconsultora.cl,PRIMERA,2850 / 13-10-2017
METROPOLITANA,SOCIEDAD INMOBILIARIA RUNTIME LIMITADA/RUNTIME LTDA.,76.560.947-K,"IVÁN GABRIEL ULLOA DÍAZ CALLE BOMBERO OSSA N° 1010, OFICINA N° 206 SANTIAGO",986699631 986698299,ivanulloa.runtime@gmail.com / fabiola.runtime@gmail.com / run.timeltda@gmail.com,SEGUNDA,1649 / 31-05-2018
METROPOLITANA,ENTIDAD DE GESTIÓN INMOBILIARIA SOCIAL METROPOLITANA SUR COMPAÑÍA LIMITADA/EGIS METROPOLITANA SUR LTDA. METROPOLITANA SUR LTDA.,76.125.035-3,ALEXIS ALEJANDRO HERRERA PEREIRA AVDA. RAÚL SILVA HENRIQUEZ N°6656 LA GRANJA,232556527 984798249 993447651,Egismetropolitanasur@gmail.com / contacto@egisms.cl,TERCERA,1258 / 20-04-2018
METROPOLITANA,DEMO ENTIDAD PATROCINANTE SPA/DEMO EP SPA,76.536.688-7,CAROLINA ROJAS MALDONADO CALLE VOLCÁN LASCAR ORIENTE N° 721 PUDAHUEL,226019882 932451921 974510923,mconte@democorp.com / crojas@democorp.com,PRIMERA,3298 / 13-11-2018
METROPOLITANA,GESTION INMOBILIARIA ALESSANDRI LIMITADA/CRECIENDO JUNTOS LIMITADA,76.528.716-2,MARÍA XIMENA ALESSANDRI PÉREZ￾COTAPOS AV. LIBERTADOR BERNARDO O'HIGGINS N° 2205 SANTIAGO,226993827 226465991 971355658,talessandri@miuandes.cl,TERCERA,2947 / 14-10-2016
METROPOLITANA,CONSTRUCTORA SEPHER LIMITADA/SEPHER LIMITADA,76.543.596-K,CATALINA MICHEL HERNÁNDEZ FARÍAS CONCHA Y TORO N°17-A SANTIAGO,225437847 983824338 968324434,sepher.limitada@gmail.com,SEGUNDA,2945 / 14-10-2016
METROPOLITANA,ENTIDAD PATROCINANTE CREA TU FUTURO SPA,76.636.403-9,"ALFONSO RAÚL ALEXIS CASTRO RODRÍGUEZ CALLE LORD COCHRANE N° 30, OFICINA N° 307 SANTIAGO",965041414,coordinadoracreatufuturospa@gmail.com / a.alexis.castro@gmail.com / creatufuturospa@gmail.com,PRIMERA,2948 / 14-10-2016
METROPOLITANA,ASESORÍAS CANAHUE LIMITADA/CANAHUE LTDA.,76.637.099-3,PABLO ANDRÉS RAMÍREZ PAREDES CALLE HAMBURGO N° 1371 ÑUÑOA,228139484 954224378 984945576,canahueltda@gmail.com / beapulgar@gmail.com / pabloramirez.737@gmail.com,PRIMERA,2943 / 14-10-2016
METROPOLITANA,CONSULTORA TECNOVIVIENDA LIMITADA/TECNOVIVIENDA LIMITADA,76.634.226-4,RAÚL ALBERTO CANCINO CARRASCO MONJITAS 527 OF 1216 SANTIAGO,232246446 966063539,raulcancinotecnovivienda@gmail.com / consultoratecnovivienda@gmail.com,PRIMERA,2949 / 14-10-2016
METROPOLITANA,INMOBILIARIA MAGIS SPA,76.614.699-6,LUIS ÁNGEL ORREGO MOLINA ELIODORO YAÑEZ 2876 OF 401 PROVIDENCIA,944061980,magis.central@gmail.com / magis.luisorrego@gmail.com,TERCERA,2946 / 14-10-2016
METROPOLITANA,SANCAL GESTIÓN INMOBILIARIA LIMITADA/SANCAL LIMITADA,76.510.242-1,JOHANNA HETCH QUIROZ AVDA. IRARRAZAVAL N°2821 OF 917 ÑUÑOA,959046369 229932817 222298474,contacto@sancalinmobiliaria.cl / calderonsantos@gmail.com,TERCERA,2956 / 14-10-2016
METROPOLITANA,FABIÁN BARAHONA ENTIDAD PATROCINANTE Y PROYECTOS DE ARQUITECTURA DE DESARROLLO SOCIAL E.I.R.L./EGIS DINAMIZA E.I.R.L.,76.445.542-8,"FABIÁN IGNACIO BARAHONA DÍAZ AV. NUEVA PROVIDENCIA N° 1881, OF N° 520 PROVIDENCIA",227533604 996490513,fabian.egis.chile@gmail.com / egis.dinamiza@gmail.com,TERCERA,3128 / 25-11-2016
METROPOLITANA,PSAT INTEGRA SPA,76.648.633-9,"JORGE IGNACIO GAMBOA SUÁREZ CALLE MERCED N°838-A, OFICINA 145 SANTIAGO",989721218 987426765 941425899,b.tapia@s-ge.cl / j.gamboa@s-ge.cl / psat.integra@gmail.com,PRIMERA,256 / 02-02-2017
METROPOLITANA,SOCIEDAD NYC SPA/NYC ENTIDAD PATROCINANTE SPA,76.530.773-2,"YOLANDA ESTELA DEL CARMEN NAVARRETE BENAVIDES CALLE PARÍS N° 834, OFICINA N° 307 SANTIAGO",232270238 982880643,entidad.nyc@gmail.com,TERCERA,718 / 21-02-2017
METROPOLITANA,MUNICIPALIDAD DE TALAGANTE,69.071.800-6,MARIA CAROLINA NAVARRO AV. BALMACEDA N° 584 TALAGANTE,225989200 225989304 225389305,viviendaentorno@gmail.com / cdalvarez@yahoo.com,ÚNICA,699 / 20-02-2017
METROPOLITANA,CONSULTORA & GESTIÓN INMOBILIARIA ALIWEN SPA,76.664.858-4,JONATHAN ANDRÉS DONOSO HERRERA EL QUISCO N°156 PUENTE ALTO,229824189 939236600,adonoso@aliwenconsultora.cl / gerencia@aliwenconsultora.cl,TERCERA,702 / 20-02-2017
METROPOLITANA,QUEIROLO CRUCHAGA LIMITADA/QL LIMITADA,76.668.501-3,FERNANDO QUEIROLO ORELLANA CALLE ROJAS MAGALLANES N°438-D LA FLORIDA,222335508 973799429,fqueirolo@gestionql.cl / mlozano@gestionql.cl / contacto@gestionql.cl,PRIMERA,700 / 20-02-2017
METROPOLITANA,SOCIEDAD INMOBILIARIA CHILE PROYECCIÓN LIMITADA/CHILE PROYECCIÓN LTDA.,76.669.926-K,"MANUEL ANDRÉS GUAJARDO VALENZUELA CAMINO LONQUÉN SITIO N° 14, SECTOR SAN IGNACIO, PARADERO 12 1/2 CALERA DE TANGO",232350424 988125400,mgv2k1@gmail.com,TERCERA,701 / 20-02-2017
METROPOLITANA,CONSULTORA DE VIVIENDA Y URBANISMO ALBORADA SPA,76.718.487-5,KARLA ROSITA DE JESÚS ROA UMAÑA ELEODORO YAÑEZ N°2876 PROVIDENCIA,228125996,alborada.central@gmail.com / kroau@gmail.com,PRIMERA,1834 / 15-06-2017
METROPOLITANA,"DOUGLAS BANNURA VARGAS, GESTIÓN INMOBILIARIA E.I.R.L/INMOBILIARIA DABV E.I.R.L.",76.730.388-2,"DOUGLAS ALBERTO BANNURA VARGAS AV. SANTA ROSA N° 17, OFICINA N° 61 SANTIAGO",232450617 955192549,inmobiliariadabv@gmail.com / douglasbannura@yahoo.com / rbueno.idabv@gmail.com,TERCERA,2137 / 17-07-2017
METROPOLITANA,ENTIDAD PATROCINANTE PAULINA DE LOURDES MORALES CARRASCO E.I.R.L./ENTIDAD PATROCINANTE PMC E.I.R.L.,76.730.366-1,PAULINA DE LOURDES MORALES CARRASCO CALLE BARRALES N° 565 MELIPILLA,228320132 991609171,entidadpatrocinante.pmc@gmail.com,TERCERA,2246 / 31-07-2017
METROPOLITANA,MUNICIPALIDAD DE RENCA,69.071.200-8,LORENA NUÑEZ SILVA DARIO OYARZUN HERMOSILLA AV. BLANCO ENCALADA Nº 1335 RENCA,226856667 226856640 98646794,dario.oyarzun@renca.cl / rbacigalupo@renca.cl / vivienda@renca.cl,ÚNICA,2245 / 31-07-2017
METROPOLITANA,MUNICIPALIDAD DE PEÑAFLOR,69.071.700-K,FRANCISCO REYES VAN BEBBER DOCTOR PRADO TAGLE N° 237 PEÑAFLOR,443678433 992918709 953634256,entidad.patrocinante@penaflor.cl / francisco.reyes@penaflor.cl,ÚNICA,2358 / 10-08-2017
METROPOLITANA,GESTIÓN Y PROYECTOS INMOBILIARIOS BORDE SUR SPA/BORDE SUR SPA,76.738.472-6,ESTHEFANIE BRIONES CALLE ISLANDIA N°871 SAN MIGUEL,232313921 944396869 983347950,bordesurarq@gmail.com / ebbarq@gmail.com,SEGUNDA,2362 / 10-08-2017
METROPOLITANA,COOPERATIVA DE VIVIENDA COOPVITAL,65.109.837-8,SILVIA MATILDE TORRES GONZALEZ CALLE ESMERALDA N° 1051 TALAGANTE,227277285 227277285 227277285,casavital.1051@gmail.com,TERCERA,2669 / 26-09-2017
METROPOLITANA,GESTIÓN INMOBILIARIA SANTIAGO SPA/EGIS SANTIAGO SPA,76.752.005-0,CAROLINA LARA GUTIERREZ CALLE CATEDRAL N°1009 OFICINA 504 SANTIAGO,967284257 2233472573 233472573,egis.santiago@gmail.com / carolina.psatsantiago@gmail.com,PRIMERA,2733 / 03-10-2017
METROPOLITANA,NUEVA ENTIDAD DE GESTIÓN INMOBILIARIA SOCIAL SPA,76.764.231-8,"MIGUEL ANGEL NUÑEZ CHANDÍA CALLE ESTADO N°115, OFICINA 1208 SANTIAGO",974316014 2232243952,12miguel1910@gmail.com,TERCERA,2883 / 16-10-2017
METROPOLITANA,ENTIDAD PATROCINANTE Y CONSULTORA DE VIVIENDAS Y URBANISMO HÁBITAT RESIDENCIAL SPA/EP Y CONSULTORA DE VIVIENDAS Y URBANISMO HÁBITAT RESIDENCIAL SPA,76.761.106-4,PAULA MORA RODAS N° 7179 CERRO NAVIA,940585123,pmora.ephabitatresidencial@gmail.com / cdelvalle.ephabitatresidencial@gmail.com,TERCERA,3273 / 28-11-2017
METROPOLITANA,AVANCE URBANO SpA,76.633.659-0,CARLOS MAURICIO CATALÁN QUINTANILLA CALLE DOMINICA N°404 DEPTO. 2004 RECOLETA,225133137,avanceurbano2011@gmail.com / carloscatalanq@gmail.com,TERCERA,3274 / 28-11-2017
METROPOLITANA,ASESORÍAS P AL CUBO LIMITADA/P AL CUBO LIMITADA,76.797.831-6,AINOHAN PEÑA SALAZAR MATIAS COUSIÑO N°82 OFICINA 1104 SANTIAGO,229798257 934553334 975787867,p.alcuboarquitectura@gmail.com / p.alcubosocial@gmail.com,PRIMERA,493 / 08-02-2018
METROPOLITANA,EMPRESA DE DESARROLLO Y ORGANIZACIÓN SOCIAL SPA/EDOS SPA,76.780.304-4,"ALEJANDRA FUENTES POBLETA JOSE MIGUEL DE LA BARRA N°536, PISO 7 SANTIAGO",954214248,edosspa@gmail.com,PRIMERA,696 / 20-02-2018
METROPOLITANA,EGIS RED SOCIAL LIMITADA/EGIS RED SOCIAL LTDA.,76.491.592-5,"ANDRES IVAN ROJO SARIEGO CALLE GUARDIA VIEJA N°202, OF 502 PROVIDENCIA",227598000 990011569,andres71rojo@gmail.com,TERCERA,728 / 20-02-2018
METROPOLITANA,MUNICIPALIDAD DE CONCHALI,69.070.200-2,RENE DE LA VEGA ALEJANDRA GONZALEZ FRANCISCA RIVERA INDEPENDECIA 3499 CONCHALÍ,228286103,alejandra.gonzalez@conchali.cl / gabinete@conchali.cl,ÚNICA,934 / 08-03-2018
METROPOLITANA,SOCIEDAD INMOBILIARIA NEW HELP SPA,76.817.965-4,BRANDO ALEXANDER LARA OLAVE CALLE SAN JOSE N°115 MAIPÚ,232336755 95614 9064 940296372,info@newhelp.cl,TERCERA,931 / 08-03-2018
METROPOLITANA,INMOBILIARIA GESTIONA FACIL SPA/GESTIONA FACIL SPA,76.830.635-4,"ANDREA GONZALEZ CALLE MORANDE N° 835, OFICINA N° 1106 SANTIAGO",26456089 942491036,gestionafacilspa@gmail.com,PRIMERA,1252 / 20-04-2018
METROPOLITANA,CONSULTORA E INMOBILIARIA HOGAR SPA/HOGAR SPA,76.834.891-K,"CRISTIAN LECAROS VILLARROEL CAMINO LA ESTRELLA SITIO 2, LOTE 4, HUELQUEN PAINE",992326777,cristian.lecaros@gmail.com,SEGUNDA,1243 / 19-04-2018
METROPOLITANA,INMOBILIARIA ALCABRINA SPA,76.813.368-9,"ALEJANDRA BOZO TAMAYO - BRIGADIER ACEVEDO CORDOVA CAMINO PADRE HURTADO SITIO C-2, LOCALIDAD DE HUELQUEN PAINE",222598253 983405881,alcabrina@gmail.com,TERCERA,1257 / 20-04-2018
METROPOLITANA,RENUEVA ARQUITECTOS SPA/RENUEVA SPA,76.844.756-K,"ANGELA SILVA SANTELICES CALLE COMPAÑÍA N° 2540, OFICINA N°101 SANTIAGO",999976322,renueva.arquitectos@gmail.com,TERCERA,1845 / 20-06-2018
METROPOLITANA,EGIS PSAT COMUNIDAD Y BARRIO SPA,76.854.148-5,CAROLINA ENCINA FUENTES PASAJE CERRO HIERBAS BUENAS N°4503 ISLA DE MAIPO,995413109 225266244,epcomunidadybarrio@gmail.com,TERCERA,2127 / 17-07-2018
METROPOLITANA,JUAN MANUEL SILVA GÓMEZ ENTIDAD DE ASISTENCIA TÉCNICA E.I.R.L,76.853.108-0,"JUAN MANUEL SILVA GÓMEZ AV. TOBALABA N° 10.125 G, BLOCK 34, DEPTO 12 PEÑALOLÉN",223007084,jmsilva.g89@gmail.com / maria.canio92@gmail.com / ocampojota@gmail.com,TERCERA,2263 / 24-07-2018
METROPOLITANA,PROACTIVA CHILE SPA/PROACTIVA SPA,76.876.172-8,"XIMENA LEÓN GAULE AVDA. OSSA N° 180, OFICINA B ÑUÑOA",233420612,administracion@proactiva-chile.cl,SEGUNDA,2404 / 07-08-2018
